properties_doc_report.gender,properties_doc_report.document_type,properties_doc_report.date_of_expiry,properties_doc_report.issuing_country,properties_doc_report.nationality,properties_doc_report.issuing_date,properties_doc_report.issuing_state,properties_doc_report.document_version,created_at_doc_report,result_doc_report,conclusive_document_quality_result
Female,residence_permit,2020-09-19,LTU,RUS,,,,2017-10-05 16:42:51,consider,consider
,driving_licence,2022-04-12,NLD,,2012-04-12,,,2017-10-05 16:46:39,clear,clear
Male,national_identity_card,,FRA,,2017-03,,,2017-10-05 16:49:58,clear,clear
Male,national_identity_card,2025-03-18,MLT,MLT,,,,2017-10-05 17:00:18,clear,clear
Male,national_identity_card,2024-01-31,POL,POL,,,,2017-10-05 17:19:16,consider,consider
Male,national_identity_card,2022-04-15,CHE,CHE,,,,2017-10-05 17:23:49,clear,clear
,driving_licence,2023-11-29,LTU,,2013-11-29,,,2017-10-05 17:30:53,clear,clear
Female,national_identity_card,2018-06-26,LTU,LTU,,,,2017-10-05 17:48:30,clear,clear
Male,national_identity_card,2027-03-07,CYP,CYP,,,,2017-10-05 17:57:02,clear,clear
Female,national_identity_card,,FRA,,2013-04,,,2017-10-05 18:14:14,clear,clear
Female,passport,2021-02-27,IRL,IRL,,,,2017-10-05 18:20:07,clear,clear
Male,driving_licence,2027-06-06,GBR,,2017-06-07,,,2017-10-05 18:54:47,clear,clear
Female,driving_licence,2021-10-25,GBR,,2016-08-19,,,2017-10-05 19:11:50,clear,clear
Male,national_identity_card,,FRA,,2011-03,,,2017-10-05 19:15:37,clear,clear
Male,driving_licence,2018-12-12,GBR,,2015-09-24,,,2017-10-05 19:22:43,clear,clear
,,,,,,,,2017-10-05 19:24:55,consider,
,driving_licence,2029-02-24,FRA,,2014-02-24,,,2017-10-05 19:46:26,consider,consider
,,,,,,,,2017-10-05 19:52:18,consider,
Male,passport,2017-10-06,DEU,DEU,,,,2017-10-05 19:53:47,consider,clear
Male,passport,2020-01-06,NOR,NOR,,,,2017-10-05 19:56:18,clear,clear
Male,passport,2025-06-24,DZA,DZA,,,,2017-10-05 20:11:47,clear,clear
,,,,,,,,2017-10-05 20:12:30,consider,
Female,passport,2018-09-13,ESP,ESP,,,,2017-10-05 20:14:14,clear,clear
Male,driving_licence,2024-08-05,GBR,,2014-08-06,,,2017-10-05 20:30:43,clear,clear
,,,,,,,,2017-10-05 20:33:16,consider,
Female,passport,2021-07-22,PRT,PRT,,,,2017-10-05 20:35:17,clear,clear
Male,driving_licence,2017-10-19,GBR,,2015-07-07,,,2017-10-05 20:36:41,clear,clear
Male,driving_licence,2024-03-06,GBR,,2016-04-20,,,2017-10-05 20:40:17,clear,clear
,driving_licence,2019-10-22,ESP,,2013-10-15,,,2017-10-05 20:57:08,consider,consider
Male,driving_licence,2019-11-18,GBR,,2012-01-24,,,2017-10-05 21:17:28,clear,clear
,,,,,,,,2017-10-05 21:18:08,consider,
Male,national_identity_card,2020-11-10,IRL,IRL,,,,2017-10-05 21:19:06,consider,consider
Male,driving_licence,2020-03-30,GBR,,2011-04-06,,,2017-10-05 22:28:05,consider,consider
,driving_licence,2022-12-20,LTU,,2012-12-20,,,2017-10-06 00:13:41,clear,clear
Male,national_identity_card,2025-03-05,LTU,LTU,,,,2017-10-06 03:32:00,clear,clear
Female,driving_licence,2024-05-21,GBR,,2014-05-22,,,2017-10-06 05:39:13,consider,consider
Female,national_identity_card,2025-04-27,LTU,LTU,,,,2017-10-06 05:43:26,consider,consider
Male,national_identity_card,2026-06-09,POL,POL,,,,2017-10-06 07:21:12,clear,clear
,,,,,,,,2017-10-06 07:34:26,consider,
,driving_licence,2024-01-11,LTU,,2014-01-11,,,2017-10-06 07:37:51,consider,consider
Female,passport,2021-08-23,RUS,RUS,,,,2017-10-06 07:52:47,consider,consider
Male,passport,2024-11-13,GBR,GBR,,,,2017-10-06 07:59:35,consider,consider
,national_identity_card,,GRC,,,,,2017-10-06 08:21:41,clear,clear
Male,national_identity_card,,FRA,,2013-03,,,2017-10-06 08:40:07,clear,clear
Female,driving_licence,2026-02-03,GBR,,2016-02-04,,,2017-10-06 09:03:45,clear,clear
,,,,,,,,2017-10-06 09:04:02,consider,
Male,national_identity_card,2027-03-09,ITA,ITA,,,,2017-10-06 09:09:08,clear,clear
Male,passport,2022-04-15,FRA,FRA,,,,2017-10-06 09:28:00,clear,clear
,national_identity_card,2022-05-06,DEU,DEU,,,,2017-10-06 09:38:15,clear,clear
,,,,,,,,2017-10-06 09:46:19,consider,
Male,national_identity_card,2021-09-09,BGR,BGR,,,,2017-10-06 10:03:53,clear,clear
Female,passport,2018-12-18,GBR,GBR,,,,2017-10-06 10:15:15,consider,clear
Male,national_identity_card,,FRA,,2017-05,,,2017-10-06 10:20:01,clear,clear
,,,,,,,,2017-10-06 10:27:27,consider,
,driving_licence,,PRT,,2016-04-21,,,2017-10-06 10:29:27,clear,clear
Female,passport,2018-05-13,NLD,NLD,,,,2017-10-06 10:30:03,clear,clear
Female,passport,2019-12-28,THA,THA,,,,2017-10-06 10:30:10,clear,clear
,driving_licence,2025-11-06,LTU,,2015-11-06,,,2017-10-06 10:34:11,clear,clear
,,,,,,,,2017-10-06 10:49:04,consider,
Female,national_identity_card,,FRA,,2010-04,,,2017-10-06 10:50:05,clear,clear
Male,driving_licence,2020-07-28,GBR,,2017-09-27,,,2017-10-06 10:56:13,clear,clear
Female,passport,2022-09-24,GBR,GBR,,,,2017-10-06 11:01:08,clear,clear
Male,driving_licence,2023-04-08,GBR,,2017-06-24,,,2017-10-06 11:03:29,clear,clear
Female,passport,2023-05-30,GBR,GBR,,,,2017-10-06 11:16:02,consider,consider
Male,driving_licence,2022-07-23,USA,,,NY,,2017-10-06 11:19:57,clear,clear
,,,,,,,,2017-10-06 12:16:22,consider,
Male,national_identity_card,2026-03-31,LTU,LTU,,,,2017-10-06 12:26:12,clear,clear
Male,national_identity_card,,FRA,,2013-10,,,2017-10-06 12:40:07,clear,clear
Female,passport,2020-06-28,IRL,IRL,,,,2017-10-06 12:48:32,consider,consider
,,,,,,,,2017-10-06 12:48:43,consider,
Female,national_identity_card,2024-11-20,ESP,ESP,,,,2017-10-06 13:11:15,clear,clear
,,,,,,,,2017-10-06 13:15:23,consider,
,driving_licence,2025-11-19,LTU,,2015-11-19,,,2017-10-06 13:52:10,clear,clear
,national_identity_card,2023-04-23,DEU,DEU,,,,2017-10-06 13:53:17,clear,clear
Male,passport,2024-12-09,IRL,IRL,,,,2017-10-06 13:57:59,clear,clear
,driving_licence,2033-01-18,FIN,,2016-02-04,,,2017-10-06 13:58:28,clear,clear
Female,national_identity_card,2024-10-20,HUN,HUN,,,,2017-10-06 14:01:36,clear,clear
Male,driving_licence,2026-05-31,GBR,,2016-06-01,,,2017-10-06 14:30:45,clear,clear
,,,,,,,,2017-10-06 14:39:00,consider,
,driving_licence,2027-03-20,LTU,,2017-03-20,,,2017-10-06 15:27:01,consider,consider
Male,driving_licence,2023-04-16,GBR,,,,,2017-10-06 16:07:05,clear,clear
,,,,,,,,2017-10-06 16:27:32,consider,
,,,,,,,,2017-10-06 16:29:03,consider,
Female,national_identity_card,2022-03-28,LTU,,,,,2017-10-06 16:31:53,consider,clear
,,,,,,,,2017-10-06 16:33:49,consider,
Male,passport,2019-06-22,GBR,GBR,,,,2017-10-06 16:37:29,clear,clear
Female,passport,2019-01-08,NZL,NZL,,,,2017-10-06 16:40:30,consider,consider
,driving_licence,2010-03-22,ITA,,2000-03-22,,,2017-10-06 16:53:39,consider,consider
,,,,,,,,2017-10-06 17:00:34,consider,
Female,national_identity_card,2025-07-15,LTU,LTU,,,,2017-10-06 17:12:59,consider,consider
Male,national_identity_card,2021-12-29,POL,,,,,2017-10-06 17:37:52,clear,clear
Male,passport,2026-03-06,IRL,IRL,,,,2017-10-06 17:46:28,clear,clear
Male,driving_licence,2023-06-26,GBR,,2013-06-27,,,2017-10-06 18:00:33,consider,consider
Male,passport,2018-10-31,HUN,HUN,,,,2017-10-06 18:01:58,clear,clear
,,,,,,,,2017-10-06 18:33:19,consider,
Male,driving_licence,2027-02-22,GBR,,2017-02-23,,,2017-10-06 18:34:42,clear,clear
,,,,,,,,2017-10-06 18:43:03,consider,
,driving_licence,2023-12-06,IRL,,2014-01-10,,,2017-10-06 19:08:26,clear,clear
Male,national_identity_card,2018-06-07,PRT,PRT,,,,2017-10-06 19:08:55,clear,clear
Male,residence_permit,2018-04-08,GBR,EGY,,,,2017-10-06 19:24:45,consider,consider
,driving_licence,2023-04-07,IRL,,2013-04-08,,,2017-10-06 19:33:01,consider,consider
Male,passport,2024-01-15,IND,IND,,,,2017-10-06 19:48:27,clear,clear
Male,passport,2026-05-17,IRL,IRL,,,,2017-10-06 19:50:57,consider,clear
Female,driving_licence,2026-01-11,GBR,,2016-01-12,,,2017-10-06 19:58:45,clear,clear
Female,passport,2024-06-04,GBR,GBR,,,,2017-10-06 20:36:49,consider,consider
,,,,,,,,2017-10-06 21:06:50,consider,
Female,passport,2021-06-21,GBR,GBR,,,,2017-10-06 21:23:34,clear,clear
,driving_licence,2027-08-25,HUN,,2015-08-27,,,2017-10-06 21:34:34,clear,clear
Female,passport,2018-11-11,MEX,MEX,,,,2017-10-06 21:38:09,consider,consider
Female,passport,2024-04-08,IRL,IRL,,,,2017-10-06 21:58:44,clear,clear
Male,passport,2025-12-29,IRL,IRL,,,,2017-10-06 22:11:38,clear,clear
,driving_licence,2031-11-04,GIB,,2016-11-04,,,2017-10-06 22:42:02,clear,clear
,,,,,,,,2017-10-06 23:02:39,consider,
Female,national_identity_card,2019-04-03,LTU,LTU,,,,2017-10-06 23:06:12,clear,clear
Male,driving_licence,2024-12-31,GBR,,2015-01-01,,,2017-10-06 23:17:26,consider,clear
,,,,,,,,2017-10-06 23:40:14,consider,
Male,national_identity_card,,FRA,,2016-01,,,2017-10-07 01:54:57,clear,clear
Female,driving_licence,2027-04-13,GBR,,2017-04-14,,,2017-10-07 06:25:17,clear,clear
Male,passport,2024-05-28,IRL,IRL,,,,2017-10-07 06:25:30,clear,clear
,,,,,,,,2017-10-07 06:26:04,consider,
,driving_licence,,FRA,,1993-08-31,,,2017-10-07 06:34:31,clear,clear
,,,,,,,,2017-10-07 07:29:22,consider,
,,,,,,,,2017-10-07 07:57:58,consider,
,,,,,,,,2017-10-07 08:38:35,consider,
,,,,,,,,2017-10-07 08:46:37,consider,
Male,national_identity_card,,FRA,,2017-01,,,2017-10-07 08:49:59,consider,clear
,driving_licence,2023-11-13,LTU,,2013-11-13,,,2017-10-07 08:50:41,clear,clear
Male,passport,2027-07-02,IRL,IRL,,,,2017-10-07 09:03:34,clear,clear
Male,residence_permit,2018-04-12,GBR,TWN,,,,2017-10-07 09:15:21,clear,clear
,,,,,,,,2017-10-07 09:27:29,consider,
,,,,,,,,2017-10-07 09:58:16,consider,
Male,passport,2026-08-31,POL,POL,,,,2017-10-07 10:19:39,clear,clear
,,,,,,,,2017-10-07 10:25:41,consider,
Male,national_identity_card,2021-07-09,ESP,ESP,,,,2017-10-07 10:47:58,clear,clear
Male,national_identity_card,2024-08-13,POL,POL,,,,2017-10-07 11:03:22,clear,clear
Male,national_identity_card,2027-08-22,CZE,CZE,,,,2017-10-07 11:06:30,consider,clear
Female,passport,2025-07-30,IRL,IRL,,,,2017-10-07 11:34:04,clear,clear
Male,national_identity_card,2025-10-20,LTU,LTU,,,,2017-10-07 11:34:10,clear,clear
,driving_licence,2029-06-10,FRA,,2014-06-10,,,2017-10-07 11:37:30,clear,clear
,national_identity_card,2027-07-19,DEU,DEU,,,,2017-10-07 12:06:46,clear,clear
Male,residence_permit,2022-09-21,BEL,ESP,,,,2017-10-07 12:10:55,consider,clear
,driving_licence,2029-12-09,FRA,,2014-12-09,,,2017-10-07 12:58:51,clear,clear
,,,,,,,,2017-10-07 13:16:19,consider,
,,,,,,,,2017-10-07 13:18:25,consider,
Male,passport,2027-04-12,NLD,NLD,,,,2017-10-07 13:40:47,clear,clear
Male,national_identity_card,2027-04-27,CYP,CYP,,,,2017-10-07 13:45:19,clear,clear
,,,,,,,,2017-10-07 14:01:50,consider,
Female,residence_permit,2019-05-31,FRA,MEX,,,,2017-10-07 14:10:52,clear,clear
,driving_licence,2023-12-17,GBR,,2013-12-24,,,2017-10-07 14:12:52,clear,clear
,national_identity_card,,ITA,,,,,2017-10-07 14:15:50,clear,clear
Female,passport,2021-09-10,GBR,GBR,,,,2017-10-07 14:17:37,clear,clear
,driving_licence,2027-06-19,LTU,,2017-06-19,,,2017-10-07 14:47:54,clear,clear
Male,national_identity_card,2020-02-04,POL,POL,,,,2017-10-07 15:23:56,clear,clear
,driving_licence,2029-09-29,FRA,,2014-09-29,,,2017-10-07 15:41:49,clear,clear
,,,,,,,,2017-10-07 15:44:21,consider,
,,,,,,,,2017-10-07 16:05:50,consider,
Male,national_identity_card,,FRA,,2015-12,,,2017-10-07 16:07:35,consider,consider
Male,driving_licence,2020-07-05,GBR,,2014-10-21,,,2017-10-07 16:28:25,consider,consider
,driving_licence,,NOR,,,,,2017-10-07 16:36:15,clear,clear
Male,passport,2023-11-12,FRA,FRA,,,,2017-10-07 16:46:09,clear,clear
,,,,,,,,2017-10-07 17:11:56,consider,
Female,passport,2025-12-03,TWN,TWN,,,,2017-10-07 17:38:17,clear,clear
Male,national_identity_card,,FRA,,2011-10,,,2017-10-07 18:06:31,clear,clear
Male,national_identity_card,2023-08-29,LTU,LTU,,,,2017-10-07 19:02:29,clear,clear
Male,national_identity_card,,FRA,,2011-06,,,2017-10-07 19:11:57,consider,consider
Female,passport,2026-02-04,GBR,GBR,,,,2017-10-07 19:40:21,clear,clear
,driving_licence,2057-06-22,FIN,,2008-02-20,,,2017-10-07 19:48:09,clear,clear
,driving_licence,2032-03-20,CYP,,2017-03-21,,,2017-10-07 19:58:03,clear,clear
Male,residence_permit,2018-10-16,IRL,USA,,,,2017-10-07 20:42:50,clear,clear
Female,passport,2018-01-22,NLD,NLD,,,,2017-10-07 21:09:27,consider,consider
Female,national_identity_card,,FRA,,2005-06,,,2017-10-07 22:23:47,clear,clear
Male,national_identity_card,2025-07-27,POL,POL,,,,2017-10-07 23:01:21,consider,consider
,,,,,,,,2017-10-07 23:13:39,consider,
,driving_licence,2020-04-30,ITA,,2010-04-30,,,2017-10-07 23:48:33,clear,clear
Male,passport,2024-05-05,FRA,FRA,,,,2017-10-08 05:07:01,consider,consider
Male,national_identity_card,,FRA,,2010-11,,,2017-10-08 06:39:22,clear,clear
,,,,,,,,2017-10-08 07:22:43,consider,
,,,,,,,,2017-10-08 07:35:09,consider,
Male,passport,2021-08-15,FRA,FRA,,,,2017-10-08 08:04:56,clear,clear
Female,passport,2028-03-07,GBR,GBR,,,,2017-10-08 08:50:20,clear,clear
Male,passport,2019-06-01,GRC,GRC,,,,2017-10-08 09:04:28,clear,clear
Male,national_identity_card,2022-12-07,POL,POL,,,,2017-10-08 09:23:53,clear,clear
Female,national_identity_card,2025-06-03,LTU,,,,,2017-10-08 10:02:12,clear,clear
Male,driving_licence,2024-07-31,GBR,,2014-08-01,,,2017-10-08 10:13:04,clear,clear
,driving_licence,2024-02-18,LTU,,2014-02-18,,,2017-10-08 10:55:49,clear,clear
Male,national_identity_card,2021-09-15,PRT,PRT,,,,2017-10-08 11:19:22,consider,consider
Male,driving_licence,2018-07-08,GBR,,2015-04-23,,,2017-10-08 11:22:25,clear,clear
,,,,,,,,2017-10-08 11:35:07,consider,
Female,passport,2027-05-04,SRB,SRB,,,,2017-10-08 11:59:29,consider,consider
Female,national_identity_card,,FRA,,2008-03,,,2017-10-08 12:41:39,clear,clear
Male,passport,2023-11-20,FRA,FRA,,,,2017-10-08 12:50:19,clear,clear
Male,national_identity_card,,FRA,,2014-12,,,2017-10-08 12:56:09,clear,clear
Male,national_identity_card,,FRA,,2008-06,,,2017-10-08 12:57:50,consider,consider
Female,driving_licence,2027-02-07,GBR,,2017-02-08,,,2017-10-08 12:58:27,clear,clear
,,,,,,,,2017-10-08 13:05:35,consider,
Male,driving_licence,2024-09-16,GBR,,2017-06-13,,,2017-10-08 13:06:01,consider,consider
Female,national_identity_card,2022-03-21,ROU,ROU,,,,2017-10-08 13:16:34,clear,clear
Female,driving_licence,2023-12-10,GBR,,2013-12-11,,,2017-10-08 13:19:56,clear,clear
Male,driving_licence,2025-03-17,GBR,,2015-03-18,,,2017-10-08 13:24:54,clear,clear
,driving_licence,2022-01-24,LVA,,2012-01-24,,,2017-10-08 13:32:21,clear,clear
Male,passport,2024-12-04,IRL,IRL,,,,2017-10-08 14:19:42,clear,clear
Male,passport,2023-04-11,IRL,IRL,,,,2017-10-08 14:24:48,clear,clear
Female,national_identity_card,2017-11-22,PRT,PRT,,,,2017-10-08 14:43:42,clear,clear
Male,driving_licence,2020-07-07,GBR,,2014-05-29,,,2017-10-08 15:05:17,clear,clear
Male,passport,2022-08-23,FRA,FRA,,,,2017-10-08 15:07:16,consider,consider
,driving_licence,2026-06-19,IRL,,2016-06-20,,,2017-10-08 15:08:12,clear,clear
,driving_licence,2023-05-03,LVA,,2013-05-03,,,2017-10-08 15:10:01,clear,clear
,driving_licence,2026-07-12,IRL,,2016-07-13,,,2017-10-08 15:15:33,clear,clear
,,,,,,,,2017-10-08 15:18:46,consider,
,driving_licence,2025-04-14,NLD,,2015-04-14,,,2017-10-08 15:33:03,clear,clear
,,,,,,,,2017-10-08 15:37:37,consider,
,,,,,,,,2017-10-08 15:40:33,consider,
,driving_licence,2019-10-20,IRL,,2014-07-24,,,2017-10-08 15:41:21,clear,clear
,driving_licence,2032-06-14,FRA,,2017-06-14,,,2017-10-08 15:59:35,clear,clear
Male,passport,2018-01-24,HUN,HUN,,,,2017-10-08 16:09:05,clear,clear
,driving_licence,2025-04-29,LTU,,2015-04-29,,,2017-10-08 16:10:30,clear,clear
Male,national_identity_card,2027-05-25,POL,POL,,,,2017-10-08 16:31:05,clear,clear
,,,,,,,,2017-10-08 17:26:27,consider,
,driving_licence,2023-01-20,LTU,,2013-01-20,,,2017-10-08 17:44:22,clear,clear
,driving_licence,2025-05-14,IRL,,2015-05-20,,,2017-10-08 17:52:08,consider,consider
,,,,,,,,2017-10-08 18:01:04,consider,
Male,residence_permit,2017-07-27,FRA,TUN,,,,2017-10-08 18:22:22,consider,consider
Male,national_identity_card,2022-08-29,ROU,ROU,,,,2017-10-08 18:27:52,clear,clear
Female,national_identity_card,2020-06-30,PRT,PRT,,,,2017-10-08 18:37:47,consider,consider
Male,national_identity_card,,FRA,,2009-02,,,2017-10-08 18:38:38,clear,clear
Male,driving_licence,2028-05-04,GBR,,2015-05-05,,,2017-10-08 18:47:34,clear,clear
Male,driving_licence,2017-12-13,GBR,,2007-12-14,,,2017-10-08 18:50:00,consider,consider
Male,national_identity_card,2017-02-20,BEL,BEL,,,,2017-10-08 19:02:43,consider,clear
,driving_licence,2022-05-14,ITA,,2012-05-14,,,2017-10-08 19:24:10,clear,clear
Male,driving_licence,2020-03-06,GBR,,2010-03-07,,,2017-10-08 19:31:52,clear,clear
Female,driving_licence,2026-07-08,GBR,,2016-07-09,,,2017-10-08 19:45:45,clear,clear
,,,,,,,,2017-10-08 19:51:12,consider,
,,,,,,,,2017-10-08 20:02:21,consider,
Male,national_identity_card,2019-09-14,LTU,LTU,,,,2017-10-08 20:04:35,clear,clear
,,,,,,,,2017-10-08 20:28:01,consider,
,driving_licence,2021-11-06,IRL,,2014-08-15,,,2017-10-08 20:28:25,clear,clear
Female,national_identity_card,2026-09-09,LTU,,,,,2017-10-08 20:37:15,consider,consider
Female,passport,2024-04-23,ITA,ITA,,,,2017-10-08 20:49:43,clear,clear
,,,,,,,,2017-10-08 21:14:24,consider,
Female,national_identity_card,2022-01-23,PRT,PRT,,,,2017-10-08 21:20:35,clear,clear
Female,passport,2026-07-19,CZE,CZE,,,,2017-10-08 21:34:42,consider,consider
,national_identity_card,,GRC,,,,,2017-10-08 22:56:02,clear,clear
,,,,,,,,2017-10-08 23:33:49,consider,
Male,passport,2018-08-05,ITA,ITA,,,,2017-10-09 00:28:11,consider,consider
Female,passport,2019-02-26,IRL,IRL,,,,2017-10-09 04:22:18,clear,clear
,driving_licence,,NOR,,,,,2017-10-09 06:57:59,clear,clear
,driving_licence,2018-03-27,POL,,2008-10-01,,,2017-10-09 07:48:05,clear,clear
,,,,,,,,2017-10-09 08:29:09,consider,
Female,driving_licence,2027-10-04,GBR,,2017-10-05,,,2017-10-09 08:37:54,clear,clear
,driving_licence,2018-07-08,GBR,,2010-04-15,,,2017-10-09 09:09:12,clear,clear
Female,passport,2021-06-07,BGR,BGR,,,,2017-10-09 09:57:43,clear,clear
Male,national_identity_card,2026-02-17,LTU,LTU,,,,2017-10-09 09:58:52,clear,clear
,driving_licence,2027-05-05,LTU,,2017-05-05,,,2017-10-09 10:11:47,clear,clear
Female,national_identity_card,2026-07-04,LTU,LTU,,,,2017-10-09 10:12:36,clear,clear
Male,passport,2020-04-16,IRL,IRL,,,,2017-10-09 10:36:54,consider,consider
,driving_licence,2023-10-23,ESP,,2013-10-23,,,2017-10-09 11:12:01,clear,clear
Male,passport,2023-10-23,IRL,IRL,,,,2017-10-09 11:14:53,consider,clear
,,,,,,,,2017-10-09 11:21:23,consider,
Male,driving_licence,2022-06-06,GBR,,2012-06-07,,,2017-10-09 11:21:26,consider,consider
Male,national_identity_card,2018-01-20,LVA,LVA,,,,2017-10-09 11:29:40,clear,clear
,,,,,,,,2017-10-09 11:34:41,consider,
Male,national_identity_card,,FRA,,2012-07,,,2017-10-09 12:00:12,clear,clear
Male,driving_licence,2026-11-24,GBR,,2016-11-25,,,2017-10-09 12:14:42,consider,consider
Male,national_identity_card,,FRA,,2012-09,,,2017-10-09 12:24:32,consider,consider
Male,national_identity_card,2026-04-13,POL,POL,,,,2017-10-09 12:28:16,clear,clear
Male,passport,2023-01-28,FRA,FRA,,,,2017-10-09 12:31:05,consider,consider
Male,passport,2021-09-04,IRL,IRL,,,,2017-10-09 12:33:29,clear,clear
Male,national_identity_card,2022-06-29,IRL,,,,,2017-10-09 13:04:29,consider,consider
,,,,,,,,2017-10-09 13:05:32,consider,
Male,passport,2026-10-19,DEU,DEU,,,,2017-10-09 13:05:42,clear,clear
,driving_licence,2019-06-03,GBR,,2009-06-04,,,2017-10-09 13:08:47,consider,clear
Male,national_identity_card,2025-01-29,CHE,CHE,,,,2017-10-09 13:35:45,clear,clear
,driving_licence,2028-01-09,GRC,,2013-01-09,,,2017-10-09 13:47:08,clear,clear
Male,driving_licence,2023-10-08,GBR,,2013-10-09,,,2017-10-09 13:59:24,clear,clear
Male,driving_licence,2019-02-20,GBR,,2017-10-06,,,2017-10-09 14:02:22,consider,consider
,national_identity_card,,GRC,,,,,2017-10-09 14:10:11,clear,clear
Male,driving_licence,2023-09-12,GBR,,2013-09-13,,,2017-10-09 14:19:42,clear,clear
,,,,,,,,2017-10-09 14:35:02,consider,
Male,national_identity_card,2027-09-28,POL,POL,,,,2017-10-09 14:37:46,clear,clear
Female,driving_licence,2020-01-22,GBR,,2010-01-23,,,2017-10-09 14:53:01,consider,consider
Male,driving_licence,2026-06-30,GBR,,2016-07-01,,,2017-10-09 15:38:43,clear,clear
Female,passport,2022-09-25,PRT,PRT,,,,2017-10-09 15:40:45,clear,clear
,driving_licence,2024-05-26,LTU,,2014-05-26,,,2017-10-09 15:41:40,consider,consider
,,,,,,,,2017-10-09 15:50:11,consider,
,driving_licence,2022-08-24,LTU,,2012-08-24,,,2017-10-09 16:15:36,clear,clear
,,,,,,,,2017-10-09 16:36:10,consider,
,,,,,,,,2017-10-09 17:18:29,consider,
Female,national_identity_card,,FRA,,2008-12,,,2017-10-09 17:30:56,consider,consider
,,,,,,,,2017-10-09 17:39:18,consider,
,driving_licence,2021-07-01,LTU,,2011-07-01,,,2017-10-09 17:45:52,clear,clear
,,,,,,,,2017-10-09 17:48:04,consider,
,national_identity_card,,ITA,,,,,2017-10-09 17:51:46,clear,clear
Male,passport,2020-02-14,DEU,DEU,,,,2017-10-09 17:55:31,clear,clear
Male,passport,2019-05-12,PRT,PRT,,,,2017-10-09 18:05:27,consider,consider
,driving_licence,2027-04-05,LTU,,2017-04-05,,,2017-10-09 18:05:52,clear,clear
,driving_licence,2023-01-22,IRL,,2013-01-24,,,2017-10-09 18:20:05,clear,clear
Male,national_identity_card,2024-07-14,CHE,CHE,,,,2017-10-09 18:22:11,clear,clear
Male,driving_licence,2022-12-04,GBR,,2015-03-29,,,2017-10-09 18:27:01,clear,clear
,,,,,,,,2017-10-09 18:50:39,consider,
,driving_licence,2021-07-22,ITA,,2015-12-04,,,2017-10-09 19:07:35,consider,consider
Female,passport,2023-04-11,GBR,GBR,,,,2017-10-09 19:21:24,clear,clear
,,,,,,,,2017-10-09 19:27:02,consider,
Female,passport,2028-02-15,GBR,GBR,,,,2017-10-10 04:03:55,clear,clear
,driving_licence,2026-10-16,IRL,,2016-10-17,,,2017-10-10 05:39:18,clear,clear
,driving_licence,2032-02-14,FRA,,2017-02-14,,,2017-10-10 06:07:58,clear,clear
Female,national_identity_card,,FRA,,2011-08,,,2017-10-10 06:28:40,clear,clear
,driving_licence,2031-10-12,FRA,,2016-10-12,,,2017-10-10 06:31:25,clear,clear
,,,,,,,,2017-10-10 07:03:22,consider,
Male,passport,2022-04-11,IRL,IRL,,,,2017-10-10 07:46:24,clear,clear
,national_identity_card,2025-05-06,DEU,DEU,,,,2017-10-10 07:47:51,clear,clear
Male,national_identity_card,,FRA,,2011-06,,,2017-10-10 08:10:55,clear,clear
Male,national_identity_card,,FRA,,2011-04,,,2017-10-10 08:57:17,clear,clear
Female,passport,2019-05-26,FRA,FRA,,,,2017-10-10 09:27:29,clear,clear
Male,national_identity_card,2020-08-05,ESP,ESP,,,,2017-10-10 09:29:45,clear,clear
Female,national_identity_card,2026-09-06,LTU,LTU,,,,2017-10-10 09:33:28,clear,clear
Male,driving_licence,2027-03-21,GBR,,2017-03-22,,,2017-10-10 09:36:37,consider,consider
Male,passport,2018-02-18,GBR,GBR,,,,2017-10-10 09:39:43,clear,clear
Female,passport,2020-01-15,GBR,GBR,,,,2017-10-10 09:56:23,consider,consider
Male,national_identity_card,2025-07-10,POL,POL,,,,2017-10-10 10:14:12,clear,clear
,,,,,,,,2017-10-10 10:45:38,consider,
Male,driving_licence,2021-09-28,GBR,,2013-06-26,,,2017-10-10 10:55:07,clear,clear
,,,,,,,,2017-10-10 11:07:23,consider,
Male,national_identity_card,2027-05-09,LTU,LTU,,,,2017-10-10 11:14:50,clear,clear
Male,national_identity_card,,FRA,,2012-10,,,2017-10-10 11:34:35,clear,clear
Female,national_identity_card,2020-10-19,POL,POL,,,,2017-10-10 11:37:52,clear,clear
Male,national_identity_card,,FRA,,2010-05,,,2017-10-10 11:57:19,clear,clear
Male,national_identity_card,,FRA,,2009-11,,,2017-10-10 11:57:50,clear,clear
,,,,,,,,2017-10-10 12:04:18,consider,
,,,,,,,,2017-10-10 12:07:10,consider,
Male,national_identity_card,2027-04-18,ESP,ESP,,,,2017-10-10 12:10:21,clear,clear
Male,national_identity_card,2027-08-21,POL,POL,,,,2017-10-10 12:11:25,clear,clear
Female,national_identity_card,,FRA,,2014-07,,,2017-10-10 12:30:39,clear,clear
Male,passport,2019-03-25,SWE,SWE,,,,2017-10-10 12:35:59,clear,clear
Male,passport,2018-07-08,DEU,DEU,,,,2017-10-10 12:43:32,consider,consider
Female,national_identity_card,2018-04-25,BEL,BEL,,,,2017-10-10 12:51:34,consider,consider
Female,passport,2025-03-27,GBR,GBR,,,,2017-10-10 13:01:39,consider,consider
Female,driving_licence,2027-02-24,GBR,,2017-02-25,,,2017-10-10 13:32:39,clear,clear
